files_modified,files_renamed,files_deleted,cpu_usage,memory_usage,entropy_mean,entropy_max,extension_changes,write_frequency,read_write_ratio,suspicious_processes,network_out_bytes,network_connections,registry_modifications,shadow_copy_deleted,process_injection,honeypot_touched,unique_extensions,label,family
96,27,10,77.67379062922244,87.39805543303476,7.215773567487034,7.6098601783693205,60,12.534066869726171,0.19765162470064881,7,403789.83695711324,17,15,1,1,1,5,1,Ryuk
101,61,5,64.86513872258254,73.53972112279581,7.244579598796486,7.998145688203025,42,16.583284993998497,0.299625114182417,8,87732.87217507626,29,18,1,0,0,14,1,Ryuk
2,0,3,4.8059731323752555,28.266963180535022,4.422108673189172,1.8366757581181687,0,2.1121382382852563,0.9023483782900317,0,4263.644683383754,5,3,0,0,0,1,0,Benign
109,119,0,82.53696720674009,74.64418858957848,7.790343852891299,7.878146980480285,35,13.549041046769736,0.13729639208516226,4,407383.96332682366,20,36,0,1,1,9,1,WannaCry
8,0,2,39.68888136275672,15.744154553939445,1.2695327248969992,3.9026890550835667,0,1.910999844614914,4.483445870620247,1,3966.824043549968,4,1,0,0,0,5,0,Benign
253,265,18,88.41828205636148,80.68453398155987,7.8941599204944755,7.905636648303543,18,24.8259078778584,0.0927372735060389,7,145699.7202034195,12,25,1,0,1,11,1,LockBit
187,94,2,94.33546789052444,69.50931924124924,7.829025355575278,7.992214763864959,24,23.126020802184698,0.342376449190101,8,467550.82071108784,27,39,1,1,1,14,1,LockBit
5,2,7,71.68232981664131,88.94086945188346,6.93136932506849,6.5353502246514505,10,12.36001821410548,0.05747280216618061,7,345695.85998031386,14,8,0,1,1,14,1,Fileless
165,131,14,77.86335306588794,43.458481962033474,7.600206901705603,7.890693221024589,21,24.51570457122491,0.35577113958525,8,123773.37155524606,25,49,0,1,1,12,1,WannaCry
108,114,20,70.42367845189797,89.66259877767536,7.516207037029959,7.9576738494386925,19,50.34244468412366,0.050688543733997685,3,190293.39491772672,30,32,1,0,1,13,1,WannaCry
0,0,1,27.26515620244133,41.59910464916531,4.225518877083814,1.403347051494679,0,1.8217962115558413,3.535756819213441,0,4801.270054284373,1,1,0,0,0,2,0,Benign
192,234,11,90.25077235792969,75.33377503754244,7.9883021159507805,7.953592045590197,55,17.728505194543892,0.4924331243507175,2,266179.98050599964,10,26,0,0,0,2,1,LockBit
75,99,9,60.64733324520727,72.59402165831193,7.73861480021049,7.818582542954132,44,57.38857183825969,0.43227435402088626,2,78538.6839470793,28,16,1,0,0,7,1,Ryuk
6,16,5,52.15369285073089,80.87762309900927,6.820742055593429,6.804892119982481,68,38.71075021335453,0.12772539595072507,2,475752.8183770152,9,8,1,1,1,14,1,SlowBurn
8,2,1,35.6150719290568,21.470933825785668,0.7355853017108607,2.8852880286963725,1,0.44670073059732074,0.8152542173740699,1,3408.2872646308574,3,1,0,0,0,1,0,Benign
1,1,0,28.015131637535422,28.14143623634368,0.7875515656204906,3.609962906658027,1,3.959472218033688,3.8077061289222374,0,2613.547693752229,2,2,0,0,0,1,0,Benign
6,0,0,23.758229394978315,31.342070468448902,2.1871259387417177,5.055460118894515,0,3.510751397915434,1.1521231177449722,0,3836.1286110014594,3,2,0,0,0,4,0,Benign
3,1,0,26.318173328645386,43.184756945619135,4.465602166208543,2.645167792940102,1,0.18783721329004477,4.0274091235123315,0,3271.238178556048,5,0,0,0,0,5,0,Benign
4,0,2,39.24612335641997,41.31825539404528,3.0324758211401472,4.393464615778404,1,0.10236602899801284,0.9900816589581445,1,2350.528172544917,1,0,0,0,0,2,0,Benign
6,1,1,9.671124832928985,52.10193918027606,2.826762338990721,4.600083166517877,0,3.5278306741109304,0.5963699240180855,1,3054.688932148041,0,3,0,0,0,1,0,Benign
6,1,0,11.456755565693092,50.327261231210244,4.052454620721509,4.631140690933122,1,0.14053681256886152,3.5155590857767263,0,1622.7081492402494,1,1,0,0,0,4,0,Benign
17,7,10,42.973301959751765,88.58445379833177,7.061400254337912,7.441171011971798,17,33.513186786030175,0.3400282421971808,4,478904.75636054174,16,25,1,1,1,2,1,SlowBurn
6,0,0,3.788939034278818,26.899801565596146,2.4186687314403392,1.4520862389686762,1,0.4136601710777956,2.7527390767404456,1,3818.1357279903423,3,2,0,0,0,5,0,Benign
5,2,1,9.435667397972232,52.645354386270746,1.2882541361772648,2.309972074872287,1,3.2131571892580166,4.406429609736452,0,2062.5551601346724,0,3,0,0,0,3,0,Benign
2,1,1,13.415348674898903,10.60490108492261,4.0230884349067555,3.8575858153234357,1,3.9726830765049783,0.8537340820922319,1,974.5968379331449,2,2,0,0,0,3,0,Benign
100,124,20,94.12912355051478,86.11360711520987,7.874873330268465,7.809884298929417,59,45.14137826542104,0.05769970817317207,3,140495.52498862316,13,26,1,0,1,8,1,Ryuk
252,91,3,88.23596727172952,85.11984796063882,7.904060491871042,7.915887520047779,9,23.546122565956658,0.16750609256701704,2,52526.865939819014,29,32,0,0,0,15,1,LockBit
261,178,15,97.99034272454615,91.45419064574409,7.836399619259077,7.951665146042393,66,22.517937197775158,0.33589529109594185,5,483821.7818748098,11,43,1,0,1,14,1,LockBit
1,6,18,68.24525745566017,51.58309530347747,5.773396753109855,6.045913307115497,49,28.428240555969598,0.06962925574550834,2,358581.61656221154,3,38,1,1,1,8,1,Fileless
63,42,15,60.871293085887466,90.79285250728236,7.42373036863612,7.2471540228942395,15,30.6413540500615,0.03046835711997649,6,494980.6842973964,5,43,0,0,0,11,1,Polymorphic
7,2,0,23.21810400915776,41.03184760603798,1.20091005206812,1.7550967022342128,0,1.6377370758090755,3.4025210198297864,1,4453.962520202505,5,3,0,0,0,5,0,Benign
8,1,2,42.123045143723736,30.99928992279751,1.452422509888315,1.530202836789705,1,3.359969779301072,3.257827715694808,0,4345.342586403632,0,2,0,0,0,2,0,Benign
129,142,20,63.23840574964396,70.0167646933358,7.748056677416951,7.35328759875638,47,32.276118740737104,0.2829919009113187,6,440651.2481700099,5,38,1,1,0,13,1,Ryuk
8,1,0,7.299991657887915,50.77712187095037,1.385789767640623,5.361824630644097,1,0.4759433759987233,3.043146229658613,1,4494.5020989774175,0,2,0,0,0,1,0,Benign
2,0,0,22.133735375983193,11.111031975996918,3.6701489044572932,4.075976426759233,0,0.9508425211013347,1.6505718179332132,0,2845.539223216977,5,3,0,0,0,2,0,Benign
7,2,0,3.955921283307808,41.274841855835206,3.918343075237924,2.5037097663120904,1,3.16937164725745,2.7604638721740744,1,1513.7414605258582,4,0,0,0,0,4,0,Benign
188,166,13,74.9453876773448,92.71090692233864,7.802198419056832,7.760117852044254,61,22.94692468566005,0.41847613011567664,6,256132.66110664883,10,33,1,1,1,11,1,WannaCry
60,67,8,57.37204636481338,69.63496251817281,7.773205004750317,7.119746606176377,8,32.40237475695329,0.32690847711366594,6,237057.6514061087,0,18,1,1,1,12,1,Polymorphic
5,1,1,15.326986096854156,31.577714497655364,4.388733100954371,3.907855762899567,0,2.028998829343311,2.633012065466495,1,545.9173136377904,4,3,0,0,0,5,0,Benign
7,0,1,35.496505753683174,13.102263021091478,2.6876360770609122,1.1171469242062253,1,0.42724670898301476,3.921738595479459,1,4511.899562302795,3,1,0,0,0,2,0,Benign
7,1,0,29.123528523512075,19.054035115397053,1.4417873022066576,2.5251723701059046,0,1.4683262680358853,1.873763208640262,0,2122.2799735254134,3,0,0,0,0,3,0,Benign
4,0,0,43.268254035675334,51.550339449488725,4.334212741250507,1.675100124344887,0,0.6113056850214367,1.3268271391779034,1,3552.9266632561676,1,2,0,0,0,5,0,Benign
0,1,3,16.843773334710725,43.53438823318305,2.9440369938167565,3.5986280415376415,0,3.0782062863755906,1.7166219458815517,1,3776.411612151016,3,0,0,0,0,3,0,Benign
7,2,2,40.936047532127006,47.441959423092555,2.716858861275531,4.438390523460988,1,3.004589406771538,4.878329001321037,0,1156.2842815762924,1,0,0,0,0,5,0,Benign
4,0,2,39.33793043696582,33.32964367178097,4.180063107984028,4.137549131981218,1,2.29431029618978,1.4909147900655715,1,2174.0042452962516,0,2,0,0,0,1,0,Benign
5,2,3,44.483253710071224,19.40243765734543,0.715100511794863,5.066838771891974,0,0.004108554443140289,0.8785692681052922,1,3648.5401590587026,5,1,0,0,0,2,0,Benign
3,2,3,41.330599619221225,37.78173786024849,1.8091745742835488,4.207648407020939,1,2.3189146047944584,2.6255617396784534,1,873.9593808647794,0,1,0,0,0,3,0,Benign
2,1,0,18.666011699783823,26.450630689196633,2.5730092456528397,4.747524913848197,1,2.9038677902718093,4.4626797176889355,0,3435.6552914073563,5,0,0,0,0,4,0,Benign
82,43,4,93.92055019002498,55.49730950759195,7.790153766698243,7.681823093110286,58,14.105711715546807,0.21068660705689166,6,217446.5543165187,20,13,0,1,0,4,1,WannaCry
3,2,0,40.17340090480141,12.462220070414457,1.7155502718832873,3.999235334069357,0,1.8629274440583128,0.8759735473588461,0,2043.352883972212,2,0,0,0,0,2,0,Benign
3,0,2,30.89547847030002,40.41842953481179,1.919020684519031,5.274261467970659,1,2.945578082611233,1.2968364726502462,1,629.5742528138882,2,2,0,0,0,1,0,Benign
7,1,0,36.32134451256734,45.04910030109134,0.5057888820839973,1.3344216122616293,0,3.707688018299975,3.5556900359522157,0,4908.246006860253,3,3,0,0,0,1,0,Benign
17,17,20,31.17657558576587,93.66302188201381,7.287721088732719,7.202768639211083,34,57.383590198886424,0.03548330893381801,5,288396.4104158042,17,47,1,1,1,3,1,SlowBurn
3,1,3,32.48502730742214,16.516205678006052,2.407082082425704,1.4621576111261698,1,2.426563540902629,0.7360467715573829,0,335.5171263412471,3,1,0,0,0,3,0,Benign
3,1,1,34.71573429083637,18.38513879948635,0.7943185526390062,2.796321231860962,1,2.105414037640614,0.9331064545706771,0,3629.025258576603,0,3,0,0,0,1,0,Benign
12,2,9,36.029980186873935,67.86531566615486,6.839929157459217,7.601225360748143,31,47.66062257434141,0.03548395880376209,5,388565.70148093783,23,38,0,1,1,13,1,SlowBurn
82,84,14,86.16390329336171,57.102516135361185,7.669278071962498,7.614356647356198,24,43.770202570753014,0.16032922554330292,6,438536.2739836992,19,20,0,0,1,2,1,Cerber
5,2,3,37.98837032682812,50.416319946078225,2.1648787230305078,4.588447697441921,1,2.531121239967182,3.1557430735296554,0,2038.7556849493349,4,1,0,0,0,1,0,Benign
93,131,0,66.05665020999659,77.64575616393185,7.278562233253758,7.997860655171251,59,30.9238656356543,0.274634877750472,5,418606.2890558506,4,9,1,0,1,4,1,Ryuk
2,1,0,37.73879491235893,21.442913791174853,2.8524097772708106,1.8951030604366532,0,3.8525208498671524,2.464767439211095,0,902.3493100566566,3,2,0,0,0,5,0,Benign
69,81,9,84.79148432616367,48.74846979558944,7.470326551142435,7.958015100952391,45,14.557244068996708,0.30787975627747916,4,491394.90332395403,17,47,1,0,1,1,1,Cerber
133,64,8,75.49425136303468,75.13153496202082,7.625253118155505,7.821489883866134,32,24.90497877612928,0.33347193473472697,5,32599.801086454525,24,39,1,0,1,13,1,Ryuk
8,0,0,4.10018980279199,59.28330115122535,0.9640740451165581,3.396754965884514,0,1.0003098906228676,2.6483638088093744,0,3218.1350596533866,5,2,0,0,0,1,0,Benign
4,1,3,31.43541062034693,53.15129805600879,2.187346929473175,4.388666328779113,1,0.0916020502338637,1.5737620401993984,0,2066.7162220119185,1,0,0,0,0,3,0,Benign
6,4,15,83.37778472555527,82.24793386772427,6.582511021687089,7.972986417940335,30,42.898240594948824,0.11112635017464213,7,106997.21510211573,2,41,0,1,1,13,1,Fileless
5,0,17,51.17806204314855,73.3616554458456,5.890784127718777,6.2592527805431715,24,14.774069009101805,0.42808152312522485,2,488661.3909199439,22,7,1,1,1,13,1,Fileless
75,49,2,85.81968055340343,74.65903593788241,7.307750163063999,7.496714367020749,55,33.09764297268667,0.44061333411576914,7,77120.56261659483,12,42,1,1,1,2,1,Cerber
1,0,2,27.625488616420288,52.168056443599475,3.0560697157070513,4.2853556192275715,1,3.911169263799583,1.3674179990781905,1,848.8172005377953,0,0,0,0,0,1,0,Benign
12,2,3,54.42292746787223,86.84559901132778,7.36387622141129,6.681806039408858,45,13.165760437282605,0.46576693354369186,2,101507.66861683114,20,39,1,0,1,6,1,SlowBurn
5,0,2,9.927834234846834,24.934199190706714,4.026459763959353,4.266565589192018,0,2.5882162196239173,4.859091340082687,0,1044.842070547245,4,1,0,0,0,1,0,Benign
2,1,1,6.868487947138319,53.268780605105476,0.7912618783136889,3.1042158153330024,1,3.7221040028333325,1.400693376059702,1,4147.402378067422,5,2,0,0,0,3,0,Benign
1,1,0,69.85073098727551,74.85046289363072,6.288949454905119,6.483856857400017,32,33.29717238830245,0.04997013805370257,3,139589.31026907306,24,13,1,0,1,11,1,Fileless
0,2,3,21.68598695363887,10.715374489711735,2.502978432810115,1.2329532142392932,1,3.6646517313046214,2.7897649687248585,1,4281.639974898448,1,3,0,0,0,1,0,Benign
0,0,3,26.94941543869324,59.99357191370669,0.9734689583023264,2.6159360637657167,0,1.0835808943034122,4.324794633800105,1,3411.154936601471,3,1,0,0,0,4,0,Benign
2,2,3,33.794970287632225,51.17267822352,1.6521760391394023,4.1381321066265935,1,2.3532527589574563,2.1943325797235205,1,2309.8338252218064,5,1,0,0,0,1,0,Benign
7,1,2,19.824395663777786,17.209473195307652,3.1113135928880076,4.503579696810606,1,3.8861607772340605,3.026680548495435,1,1922.0489858428218,3,3,0,0,0,2,0,Benign
66,95,15,75.73085046404037,90.84069070754782,7.657773109679114,7.756491623009485,5,20.061929997863402,0.10053497367231595,2,385581.49767000513,24,27,0,1,1,5,1,Cerber
84,50,19,58.12078107818791,50.921006064673435,7.6114260466747625,7.377741459245296,29,32.84315548733022,0.36487474661857794,6,74489.9982374394,18,13,1,0,1,14,1,Cerber
3,1,0,20.056024551034106,41.01714306586079,4.443615308493856,1.4696961796881292,1,2.6966454689647494,3.503358793023147,0,3146.904975201187,1,3,0,0,0,1,0,Benign
2,1,2,17.527284546938073,44.5253316005568,1.2405861669578062,1.0271921358613012,0,1.2197642270457814,2.9087079873286914,1,2604.7998080185903,2,0,0,0,0,3,0,Benign
7,1,0,34.28488939910088,51.72249786738816,3.971311654925478,1.133378124292169,1,2.927926437094429,2.022049774547246,1,250.43045708950106,2,3,0,0,0,4,0,Benign
7,2,3,17.543568366053847,51.95864052551486,1.4258126852785615,1.988370961457071,0,0.8997901627590457,2.862344764646823,1,2967.536964814659,1,1,0,0,0,1,0,Benign
3,2,0,19.651203925277695,50.7211783539576,2.523363449836236,3.332258931021368,0,1.8150625569136296,1.489745467998436,0,3366.1719874762052,3,1,0,0,0,3,0,Benign
0,0,2,36.09479796817434,56.580374757383055,4.118364063412674,3.7501952060183523,0,1.8489366913937841,4.933612028513621,0,1074.780093053198,0,0,0,0,0,1,0,Benign
7,1,2,11.259212683735454,32.888967563281994,2.0971015360623086,4.302198491813346,0,2.7466295441366673,4.519167633569994,0,1490.3977745803443,4,3,0,0,0,3,0,Benign
3,8,7,87.66174159232202,86.7567250749594,6.825893464133304,7.531766206382544,13,44.26068951787545,0.29208586126870384,4,82791.72459744434,26,14,1,0,0,10,1,Fileless
6,0,0,39.59283069742645,40.218073748060235,2.061577492277617,3.7453075234001543,0,3.9991574872503812,1.8170064826100412,1,1417.7361325568445,1,3,0,0,0,3,0,Benign
2,0,2,36.74463420969969,36.28739570476303,2.007037373304601,5.026797606075854,0,1.8205849639461351,0.8530655024339293,1,4226.829505108,0,0,0,0,0,3,0,Benign
7,0,1,3.3081595189112223,55.0994047146578,2.5758954237775504,3.089486986283182,0,2.324377764755014,2.836969214110942,0,1448.1222890251345,3,2,0,0,0,1,0,Benign
8,2,2,44.22246473356081,43.56670155515028,1.8667933619608914,1.278999722521486,1,3.4352338180509325,2.912128623031375,0,780.9684667253364,2,2,0,0,0,4,0,Benign
8,1,1,38.46073897797167,37.54081627253527,1.9661562176358243,4.766448076514408,0,2.1945514109499755,0.5447031696359583,0,1770.50361831271,4,0,0,0,0,2,0,Benign
6,8,20,53.00679558650559,59.246602228847124,6.89330208280115,7.839005387862576,24,18.691285172168083,0.34335170748583227,8,183239.50271468493,21,24,1,1,1,15,1,SlowBurn
9,3,14,56.97809684190627,71.36370795399849,6.195735474964021,6.8849286253010415,29,41.5281817868793,0.075838142804927,5,31995.577299821656,20,12,0,0,1,12,1,Fileless
5,0,0,10.288336447746628,39.95357551676203,4.011276690280286,3.976181813689125,0,2.0395332564360253,3.782511402998125,1,3038.203913076912,5,2,0,0,0,3,0,Benign
4,0,3,36.83298025385679,47.927761423339554,3.940199518784868,5.1049102961121955,1,3.33788577187774,3.107025998580865,1,2260.6657916994864,4,0,0,0,0,3,0,Benign
5,1,1,43.18623092397014,26.079197018123253,0.5138738369739815,4.0148710700542285,1,3.4144106318403185,4.244212119052752,0,634.1576758984846,1,2,0,0,0,2,0,Benign
5,1,3,4.855905392701702,48.16232867570865,1.2177310885419286,4.211524841542692,0,2.034229955625411,2.412353800493842,0,3971.221587971159,4,0,0,0,0,2,0,Benign
5,0,0,30.894114041281217,53.8204244289741,3.423576216346781,2.055771806163549,0,1.0314088895115132,4.40937417443229,0,954.5287478833897,5,2,0,0,0,4,0,Benign
0,1,1,25.336153632035735,21.79877885597257,1.6789291031067655,3.702096159293107,1,3.442328904183117,3.053455121409188,0,978.1482435169636,3,3,0,0,0,2,0,Benign
3,0,18,65.71552929527667,54.63334364765694,6.050264885618011,6.945699136056346,33,13.073204005329472,0.29256387247441873,4,403074.40727483307,17,15,1,0,1,14,1,Fileless
1,0,1,2.5873749877175563,51.57726656713982,3.392800570906215,3.444300436933792,0,1.0738697010985163,2.6744653484280665,0,4021.979007669719,4,2,0,0,0,5,0,Benign
3,2,1,2.3104577211598634,51.6498871119709,3.755664426264338,2.0667830549395627,1,0.5357161097187615,3.2240839395178837,1,1992.4070140948957,3,3,0,0,0,5,0,Benign
39,43,5,66.72349699679852,46.26464629470779,7.259657317022192,7.577581940444004,51,58.44390773411643,0.15169576974233412,6,178323.974340872,2,14,0,1,0,3,1,Polymorphic
2,2,3,39.594752089553495,45.1319732003342,4.413360931186333,1.5682414949880645,1,2.3885693951633553,3.3162516510100675,1,2904.819590062816,1,0,0,0,0,1,0,Benign
4,0,0,8.33277376542805,39.096860699701665,2.6246149235970107,3.128443574529132,0,0.17305952260619817,3.5300442521627593,0,2511.2552870569434,0,0,0,0,0,5,0,Benign
88,35,5,75.60207299456971,76.58685921178252,7.174833243920064,7.138288468740305,5,52.51313766968007,0.23497318779615248,5,179010.10587548104,4,18,0,1,1,9,1,Cerber
278,191,19,97.50957092197683,85.7404750124137,7.9574804848341545,7.942129987859428,80,30.21070192160977,0.42623393275844346,2,468156.15292749315,6,19,1,1,1,2,1,LockBit
269,125,19,90.40277290599916,92.13068962979762,7.893033252403192,7.947285672379562,8,11.724717700694505,0.19420008115644863,3,289980.16921215144,22,36,1,0,1,4,1,LockBit
62,102,7,75.87451839692486,41.81466142766172,7.7092291602931855,7.623116339355791,39,50.353957486340235,0.22531055613934228,8,216503.19970021755,24,12,0,1,1,1,1,Ryuk
41,18,2,60.15963075599724,62.48026678298271,7.550645000936566,7.846559624062994,73,34.04782303675831,0.4331896879216472,7,181265.5553940394,14,5,1,1,1,15,1,Cerber
7,0,3,20.825379844815263,27.107065864851954,1.501313775208129,3.0380558519798035,1,2.703785882569225,1.8316404054526838,0,1260.6974934336968,1,1,0,0,0,1,0,Benign
7,0,2,28.29585856843528,34.085273992200456,2.245077120170357,4.422055327930881,1,2.5546563086387155,1.3590558350585347,1,748.3329850718568,2,3,0,0,0,4,0,Benign
65,86,9,69.58980894659682,68.9270405798446,7.706454724357279,7.804742288903117,47,35.651928784941134,0.14572665640771365,8,87369.36758415723,11,28,1,0,1,14,1,Cerber
135,96,6,60.425439384611096,75.4763168121267,7.8488020782713885,7.605861247558,42,45.28987675361972,0.3876740569397808,4,90195.59367741758,8,44,1,1,0,8,1,Ryuk
0,0,0,16.077197244962164,45.469537262556436,2.691657774706597,1.0147650805463528,1,0.9897013403709369,1.1410733581718007,1,894.1564883094367,1,0,0,0,0,4,0,Benign
8,2,0,7.935187184329561,59.858140713972844,4.342369151424717,1.5996867529798702,0,0.6991100154529959,3.1183289784250965,0,2888.650015690813,4,3,0,0,0,1,0,Benign
4,0,1,9.62438390147373,38.12244706357094,3.853777544688857,5.190120591366803,0,2.592674153897498,3.125671370192757,1,4631.201308160674,3,3,0,0,0,1,0,Benign
20,2,13,43.384663201038606,73.70460711154448,6.741761552768453,7.699507730586275,65,27.70737839631285,0.0867166035960698,4,216964.735585645,23,12,0,1,1,6,1,SlowBurn
0,2,2,18.947729441617405,47.95812405816906,2.009564441694765,4.716533211814433,1,2.063662087843341,1.922850590742133,0,2510.4761670695884,5,2,0,0,0,1,0,Benign
4,0,3,26.89427205450114,40.65537979777949,2.6559680363678435,3.9773208768957566,1,0.4747220021147398,1.8203454832489532,0,3935.1097672791534,1,0,0,0,0,3,0,Benign
5,0,0,20.324516583381122,48.954762790649795,1.3744733250354364,4.238440451600658,1,2.818079574510574,3.754058138748777,0,2176.8761308313397,2,1,0,0,0,3,0,Benign
79,33,9,57.83762744245286,56.83161301510805,7.834314675295977,7.164866839990608,73,29.06278332520194,0.3504925956424879,3,65028.56418304748,22,42,1,0,1,4,1,Polymorphic
5,1,1,10.880066091980712,21.606430105155297,0.8510458979155437,3.3892467898256413,0,3.2592325063572662,4.036714283522526,1,1439.7156480160406,5,2,0,0,0,3,0,Benign
38,85,3,63.252055041873604,61.5930388584146,7.08716877840368,7.961993044069488,72,39.202876641530594,0.048653665481774806,2,138350.6694039191,11,5,1,0,1,4,1,Cerber
127,56,6,93.17423202733633,68.29591878531903,7.5371475573224505,7.566198833330447,7,14.159946742386072,0.21918549124304593,2,99674.50939972205,6,14,1,0,1,2,1,Ryuk
118,55,17,82.35028165896614,60.42096905509186,7.714552989345494,7.732493557057376,80,44.38352002686788,0.4915065693969685,2,232991.0194842968,26,21,1,0,1,9,1,WannaCry
80,77,5,89.24523857396898,69.378767626935,7.304637763852119,7.973500624472056,28,30.899398107339195,0.2841110289323191,3,177136.4619741528,26,25,0,1,1,7,1,Ryuk
74,36,17,71.74218150152701,41.074831677596144,7.226986584854158,7.851557007516338,35,21.09731217684387,0.16375683924066217,2,172440.56150918035,19,5,1,1,1,10,1,Polymorphic
8,0,3,39.53679540758708,28.40667949905691,1.6356731636735562,5.46246795586583,1,2.9932088756209065,2.078711660839368,0,2017.0530016919201,3,1,0,0,0,2,0,Benign
67,57,6,73.13864122361986,47.202961605538704,7.020588398106221,7.260650935050838,66,25.888749822257797,0.02094549807254754,4,31677.715265630846,27,42,1,0,1,1,1,Polymorphic
29,80,3,73.84968398459964,53.38189854298071,7.583956155846076,7.755859291216946,77,11.41436246644598,0.16830757626989856,4,105451.85193985823,8,22,0,1,0,6,1,Polymorphic
0,0,1,40.1886405174933,42.20890450846887,1.854054755082629,4.8176971240267745,0,1.6758737905645886,4.186851458474278,1,3061.593113336682,4,2,0,0,0,2,0,Benign
8,0,3,41.84195595109904,57.63829485766665,2.845107393678474,4.724700358660334,0,2.506356206688936,0.6019901353486585,1,1579.965373484412,0,2,0,0,0,4,0,Benign
7,0,1,34.2725311699602,23.340189104612566,4.145578147229136,4.033717399898352,0,1.3731936210537938,1.7657587222679372,0,3330.491378958484,2,0,0,0,0,2,0,Benign
2,2,3,37.50387217711756,47.64742998315553,1.3331423442569346,1.9443511021804274,1,0.9839725366624514,2.9420515728116268,0,1434.1590556591632,1,0,0,0,0,1,0,Benign
138,95,0,83.19187412434975,74.11733655069591,7.971270901895182,7.755602289059003,14,54.77413776594598,0.25262363277534056,2,326282.30437779205,29,27,0,1,1,2,1,WannaCry
17,12,14,35.70538872646499,76.07703754798209,7.341643667920159,7.726053561782443,43,39.02560598628177,0.33660377490212245,8,71748.69875739304,2,50,0,1,1,1,1,SlowBurn
2,1,1,42.955404315294565,59.81210493085103,0.8694258329570483,2.5985486442994308,1,1.6910979553281957,4.284945769117498,0,1903.3163346549932,2,1,0,0,0,1,0,Benign
67,38,11,47.11148020386041,54.99980997640393,7.735685519496282,7.785472155358547,76,17.96882498766502,0.03250320004433076,6,256604.09513242694,11,36,1,1,0,2,1,Polymorphic
8,0,2,11.940562974907952,55.759685571228324,2.5876634827292744,2.2016455197467284,0,1.0535797244734102,4.626330578282702,1,4817.331217314722,1,3,0,0,0,2,0,Benign
0,1,2,30.113600353526216,59.751561250301776,1.3953695542535933,5.02119918406905,1,2.234366923422577,4.87276601838616,0,820.3227509620908,2,1,0,0,0,1,0,Benign
75,20,3,48.92527761306512,50.52804385649879,7.806881996726368,7.129330521167958,64,27.723418036023624,0.17014436906799993,5,473315.7760321757,17,50,1,0,1,5,1,Polymorphic
45,14,16,44.6723025529997,58.84246433580692,7.443594827377808,7.813745370458219,80,57.27959152887814,0.1946369514214622,4,308529.0444419442,10,18,1,1,1,3,1,Polymorphic
60,33,18,94.65908261210055,77.68752719579086,7.377264892541531,7.608706367891221,37,23.29714052801534,0.19113402506489238,2,449212.5081913764,27,17,1,0,0,3,1,Ryuk
6,1,1,2.7458748547098715,24.76045004391812,2.061187529508841,1.2989672312771352,1,3.984192499676073,2.4484850939818292,0,242.0241616162827,1,2,0,0,0,2,0,Benign
8,1,0,36.357445968151424,24.23959945333571,1.5472862623231962,4.292257686910149,1,2.7104525411858233,1.8832924241736413,0,2304.476784140756,4,0,0,0,0,1,0,Benign
7,2,0,27.698046707409077,57.950422180436306,1.3474661589292096,3.8426391677039815,0,3.5914791553094405,4.326555476600898,0,4782.030445894935,2,3,0,0,0,3,0,Benign
2,0,3,30.971277789130927,51.437903687166965,1.137704827553208,2.7336436116974885,1,1.7994568261473205,2.1029161912606384,0,731.3990427933692,2,2,0,0,0,3,0,Benign
76,38,17,76.7075429347566,58.69229224476355,7.190706882175356,7.3270142918880214,79,16.749232419635604,0.40637723741895987,7,388720.8834283872,2,46,0,0,1,15,1,Cerber
7,2,1,5.441400499935275,43.92710148953795,0.5260652627675011,1.1183043199632532,0,1.2546056345780818,3.3394507109631686,1,1562.7720860167726,2,2,0,0,0,2,0,Benign
146,185,6,92.29673168365257,44.75613697278982,7.830592520592865,7.941306807017911,11,19.80962607359903,0.22692399871518892,6,412680.94627857505,3,14,0,0,1,7,1,WannaCry
51,43,11,73.57867607984687,78.99084988737442,7.470924590536021,7.473679299391798,52,52.59882921450782,0.3206742955808242,5,480610.60799120786,21,48,1,1,1,3,1,Cerber
2,0,1,4.204624295915591,31.98307661852953,4.24707253348841,1.665252075559522,1,2.126420526601597,4.619848977468431,0,4956.530407794769,1,0,0,0,0,2,0,Benign
7,9,4,83.69508564758277,73.39681803611586,6.674038933837821,6.958900592308131,9,31.584850006281187,0.40395494192531534,7,321223.3280966416,26,37,0,1,0,3,1,Fileless
244,54,8,93.07575714684317,54.74462234183699,7.806365473677421,7.918700542492868,59,22.420123988012982,0.32414420937229504,7,174213.75677257116,28,18,1,0,1,6,1,LockBit
2,2,1,13.984689751069405,17.644442282239815,1.896416461798324,3.9014885527653242,1,2.3976568285461823,3.074048647164578,1,3298.0369819869766,3,0,0,0,0,3,0,Benign
45,79,1,75.05991357590808,44.31521685056161,7.764307832899872,7.395245202567912,15,20.57063028245569,0.3190767659635511,5,396112.7303051175,26,24,1,1,1,4,1,Cerber
112,136,9,96.11581215462725,63.82662857344799,7.6780011795787555,7.870584916542584,59,27.67622654722969,0.20343539578333553,7,39719.89449664029,3,27,0,0,1,5,1,WannaCry
4,0,3,39.86504505420156,24.826086019557305,2.8128184227063846,2.3098926924740364,0,1.2743178126633552,4.537604654979175,0,3262.8527436695204,0,3,0,0,0,3,0,Benign
